"gvkey","iid","cik","first_date","last_date"
"012544","01",745308,1994-05-13,2023-04-26
"008093","01",73902,1994-03-29,2005-05-05
"007668","01",1105192,2001-03-30,2004-08-16
"010553","01",738076,1994-01-14,2010-04-06
"010793","01",100493,1994-02-15,2023-02-06
"008599","01",78749,1994-02-14,2023-01-26
"001449","01",4977,1994-03-30,2023-05-01
"007849","01",356309,1994-02-14,2023-05-04
"001545","03",1102238,2000-11-14,2023-03-23
"021426","01",845851,1995-08-29,2005-09-22
"065290","03",1040971,1997-08-15,2023-02-17
"065290","02",1040971,1997-08-15,2023-02-17
"010150","03",95301,1994-03-30,2007-10-29
"010085","01",94328,1994-04-29,2006-04-13
"018385","01",723646,1995-08-10,2023-04-25
"017110","02",835541,1995-04-07,2007-07-11
"013988","01",316709,1994-03-30,2023-02-24
"010277","01",350563,1995-05-12,2016-11-08
"014708","03",794685,1995-08-28,2023-03-09
"013166","02",773468,1994-03-29,2008-05-12
"031491","01",99771,2003-08-14,2018-11-09
"161903","01",932372,2004-09-15,2015-11-05
"013570","01",769520,1995-05-15,2023-03-01
"007163","01",64040,1994-03-30,2023-04-27
"024187","01",874265,1996-05-06,2005-05-09
"007369","01",66025,1994-03-29,2008-03-12
"011440","01W",106455,1994-04-15,2018-11-01
"013003","02",801898,1995-01-30,2017-03-03
"024113","01",724606,1996-06-04,2017-04-26
"005543","04",766704,1994-04-29,2023-05-03
"012233","01",732485,1995-05-12,2011-03-01
"017069","01",714801,1995-08-23,2007-04-13
"007809","01",71023,1994-08-15,2006-06-12
"010519","03",217346,1994-03-30,2023-04-27
"016821","01",1057706,1999-03-26,2023-04-25
"030072","02",914713,1996-05-15,2007-03-01
"006349","01",54681,1994-03-30,2016-11-21
"025180","01",880266,1996-05-15,2023-03-01
"006845","01",60977,1995-03-28,2021-07-28
"017168","02",922487,1996-08-14,2017-11-09
"010466","90W",50104,1994-03-30,2018-08-07
"030117","01",918958,1996-05-15,2007-05-09
"014192","01",786344,1995-05-15,2010-11-12
"105999","11",1047862,1998-05-14,2023-05-04
"003362","02",23217,1994-01-12,2023-04-05
"010946","02",714560,1995-04-13,2005-04-29
"004605","01",34903,1994-03-18,2023-02-08
"011923","04",773910,1994-03-18,2019-07-30
"001913","01",8818,1994-03-18,2023-05-02
"041274","01",884614,1996-05-14,2023-05-04
"003568","01",25305,1996-05-08,2006-03-29
"005543","06",766704,1994-04-29,2023-05-03
"014934","01",1090012,1999-11-10,2023-02-15
"015202","01",352510,1994-03-18,2006-11-09
"062527","01",915393,1996-07-31,2008-07-31
"117141","04",1025835,1996-12-09,2023-04-28
"004222","01",31617,1994-03-30,2007-11-05
"030685","01",741390,1996-05-15,2007-11-13
"008092","03",73887,1995-02-10,2019-12-27
"011818","07",777001,1994-02-10,2008-04-14
"024731","13",879101,1996-05-06,2023-04-28
"024287","08",874501,1996-05-15,2023-03-01
"015580","18C",927971,2003-01-24,2022-12-01
"015633","58",1000275,2002-08-23,2022-11-30
"010096","65",318380,1995-03-27,2007-05-10
"010096","32",318380,1995-03-27,2007-05-10
"010096","48",318380,1995-03-27,2007-05-10
"025495","07",879215,1996-05-15,2007-02-27
"015210","01",836412,1995-08-14,2022-08-08
"065084","02",1070985,1999-03-30,2023-05-04
"004802","01",37651,1994-02-09,2007-11-16
"027949","04",897419,1995-02-02,2023-02-03
"012633","01",1070985,1999-03-30,2023-05-04
"160765","01",1174741,2003-06-16,2010-11-22
"002602","01",745274,1994-02-14,2007-02-09
"007127","01",63416,1994-04-20,2005-08-30
"061718","01",1002607,1996-05-14,2008-09-05
"027928","01",896878,1996-06-12,2023-02-23
"005723","01",48595,1995-11-14,2006-03-14
"030128","01",806085,1994-03-31,2008-07-10
"027845","02",884629,1995-11-13,2013-10-31
"009173","01",84290,1995-04-13,2013-01-09
"025777","01",825692,1996-05-14,2009-08-14
"025034","01",826020,1996-11-07,2023-01-06
"013375","02",808461,1995-05-15,2018-02-28
"029356","01",1084408,1999-06-17,2005-05-10
"017197","01",804269,1994-02-10,2023-04-25
"008092","02",73887,1995-02-10,2019-12-27
"021508","01",779390,1996-08-13,2005-08-09
"004058","03",29905,1994-03-30,2023-02-10
"020423","01",858339,1994-03-28,2020-05-11
"006639","02",58361,1994-02-03,2023-03-02
"002593","01",16040,1994-02-14,2023-02-09
"019878","01",788134,1995-05-02,2004-08-09
"010982","01",101821,1995-03-08,2012-11-28
"015133","02",824803,1996-05-15,2004-12-14
"010565","04",98222,1994-01-26,2023-02-28
"013557","01",894651,1994-03-30,2007-08-08
"008123","01",74303,1994-03-14,2023-04-28
"028742","01",908255,1996-05-15,2023-05-04
"064930","01",1013796,1997-07-01,2012-08-10
"009831","04",91928,1994-03-28,2022-11-03
"016878","02",38984,1995-11-13,2018-04-05
"003964","01",28917,1994-04-29,2023-03-27
"024719","01",862813,1995-06-23,2007-01-05
"001246","01",3370,1994-02-14,2008-07-31
"007974","01W",1111711,2001-03-30,2023-05-03
"007875","01",814453,1995-03-29,2023-04-28
"008253","01",75362,1994-03-24,2023-05-02
"013011","01",752431,1994-02-08,2012-08-10
"120134","01",1080099,1999-04-29,2015-08-06
"135990","03",1013871,1997-08-12,2023-02-23
"011065","01",102752,1995-05-15,2023-05-02
"141376","01",750443,2000-11-07,2008-06-30
"063716","01",1135338,2001-05-14,2006-11-14
"010991","01",750004,1995-06-08,2023-03-01
"001627","02",6260,1994-02-14,2004-12-16
"063644","01",770403,1996-07-29,2006-05-31
"030128","29",806085,1994-03-31,2008-07-10
"121199","01",742054,1995-03-30,2010-11-15
"005619","01",47288,1994-03-30,2005-11-09
"061719","01",1001917,1996-05-14,2008-08-12
"013378","01",812491,1995-06-15,2004-06-14
"002991","01",93410,1994-03-30,2023-05-04
"011684","01",109312,1995-05-15,2004-03-16
"025111","01",883976,1996-05-14,2007-11-09
"004352","01",32878,1996-05-15,2011-11-14
"012855","01",721237,1995-03-31,2011-05-12
"005169","01",41499,1994-03-24,2005-08-04
"153856","01",1099234,2000-03-30,2010-05-24
"062590","01",798955,1996-06-10,2012-06-01
"028460","01",907649,1996-05-20,2015-11-06
"001988","01W",9389,1994-03-29,2023-05-04
"011842","03",7789,1995-05-15,2023-04-27
"012142","90W",777676,1994-01-11,2006-01-05
"016582","02W",855931,1996-05-14,2017-10-31
"012141","07W",789019,1994-02-14,2023-04-25
"022974","01",809428,1996-05-10,2005-11-08
"019427","01",856465,1994-05-16,2007-05-09
"030877","01",928658,1996-08-13,2023-02-28
"006180","01",879933,2003-04-02,2007-05-04
"031150","01",931707,1996-10-22,2005-05-16
"061832","01",1004740,1996-05-15,2008-11-17
"007486","01",67347,1995-02-06,2023-02-02
"014359","02C",1038357,1997-11-14,2023-04-27
"063705","01",1013794,1996-07-16,2006-03-16
"012266","01",793074,1994-02-14,2023-05-03
"007938","01",789933,1994-03-31,2023-05-03
"029356","01W",867666,1996-05-16,1999-08-26
"009112","01",83588,1994-02-09,2006-08-09
"003105","02",739708,1995-03-30,2011-02-07
"010894","01",74208,1994-03-31,2023-04-27
"028608","02",1012271,1998-03-31,2016-11-04
"004201","02",350797,1994-03-17,2020-12-22
"029946","01",915800,1996-08-13,2001-12-31
"001995","01",9466,1994-03-30,2023-05-03
"013421","01",813672,1994-05-16,2023-04-24
"063415","01",1010247,1996-05-24,2011-08-03
"061198","01",844053,1996-11-07,2006-01-30
"030490","04",922864,1996-05-14,2020-11-02
"107817","01",1050743,1998-03-31,2023-04-25
"016832","01",868671,1996-08-14,2023-02-24
"105999","04",74778,1999-11-15,2005-02-25
"008789","03",355429,1994-03-25,2019-11-12
"008358","01",76334,1994-02-11,2023-05-05
"027367","01",28385,1996-03-26,2023-04-27
"014412","01",823094,1994-03-31,2019-11-12
"002606","01",16104,1995-02-07,2011-08-16
"009104","01",887921,1996-07-31,2023-03-17
"007299","01",65358,1994-04-08,2011-05-11
"003625","01",841555,1996-05-15,2006-08-14
"008007","08",72971,1994-03-08,2023-05-02
"001487","01W",5272,1994-03-30,2023-02-17
"005047","90W",40545,1994-03-11,2023-04-25
"013510","20",783280,1994-05-12,2022-08-08
"179370","01",65100,1994-03-30,2013-08-02
"216248","01",895421,1996-05-15,2023-05-02
"182630","01",70858,1994-03-30,2023-05-01
"184426","01",70858,1994-03-30,2023-05-01
"162075","17",895421,1996-05-15,2023-05-02
"180124","01",65100,1994-03-30,2013-08-02
"007267","44",65100,1994-03-30,2013-08-02
"177585","01",65100,1994-03-30,2013-08-02
"003243","34",831001,1994-05-13,2023-04-14
"182581","01",70858,1994-03-30,2023-05-01
"182627","01",70858,1994-03-30,2023-05-01
"216235","01",895421,1996-05-15,2023-05-02
"007647","33",70858,1994-03-30,2023-05-01
"112624","01",1062478,1998-07-20,2014-11-06
"183954","01",91882,1999-05-17,2019-02-28
"119314","01",1075531,1998-12-23,2023-05-04
"010920","02",1090727,1999-07-21,2023-05-03
"133369","01",1103389,2000-05-15,2004-03-26
"112720","01",1025573,1998-05-07,2007-11-14
"007228","90W",64670,1994-03-04,2014-11-26
"009267","01W",89635,2002-04-12,2005-05-09
"178470","01",65100,1994-03-30,2013-08-02
"216308","01",65100,1994-03-30,2013-08-02
"017120","01",719739,1995-05-15,2023-02-24
"006908","01",61138,1995-02-06,2007-02-21
"002086","01W",10456,1994-03-21,2023-04-27
"022717","01",835324,1996-03-28,2023-04-26
"063288","01",1012771,1996-06-19,2021-05-06
"009611","01",89089,1994-03-31,2023-05-02
"029389","01",1067173,1998-11-16,2002-11-08
"015633","01C",1000275,2002-08-23,2022-11-30
"005038","02",40493,1994-01-28,2001-06-14
"066326","01C",1050140,2002-10-21,2017-04-26
"021488","01",857953,1996-05-14,2008-11-14
"001661","06",798943,1995-02-14,2002-05-15
"029441","01",936340,1996-03-26,2023-04-27
"179907","01",895421,1996-05-15,2023-05-02
"010096","25",318380,1995-03-27,2007-05-10
"037489","01",922864,1996-05-14,2020-11-02
"120816","01",1080224,1999-05-26,2012-08-14
"127377","01",1094831,1999-09-21,2023-05-03
"012377","01",793524,1995-08-14,2023-03-09
"012082","01",1094831,1999-09-21,2023-05-03
"007422","01",316300,1995-11-14,2019-03-18
"012110","01",748580,1995-05-15,2008-05-15
"142106","01",1120438,2000-07-31,2008-05-12
"014005","01",814427,1995-08-14,2001-03-26
"002955","01",201424,1995-04-27,2005-05-02
"066445","01C",1030179,1999-05-20,2008-11-14
"144989","01",1030561,2002-11-14,2006-05-09
"024898","01C",879993,1996-08-12,2012-08-02
"135684","01",1100542,2000-02-24,2016-08-15
"020243","02W",879338,2003-03-28,2006-11-16
"139804","01",1116942,2000-06-22,2023-03-03
"028456","90W",898685,1998-05-28,2011-05-11
"016959","01",46267,1995-05-15,2004-05-07
"061979","01",1003226,1999-07-01,2014-08-14
"017052","01",68480,1995-05-15,2002-01-10
"012637","01",797502,1995-08-21,2003-11-14
"016860","01",355883,1994-02-18,2000-08-10
"008118","01",746969,1994-03-29,2000-11-14
"003255","01",22606,1994-03-30,2023-02-14
"121080","01",888953,1999-06-07,2012-11-08
"009319","01",89261,1995-05-12,2008-11-06
"002369","31C",1001085,2001-11-29,2023-03-24
"118797","01",1064535,1998-11-12,2003-10-21
"065676","01",1044590,1997-10-22,2013-08-08
"001045","02",6201,1994-03-31,2023-04-27
"006522","01",721765,1995-03-30,2011-11-10
"063962","01",1014747,1996-06-06,2002-08-15
"064387","01",1022893,1997-03-31,2003-05-09
"064307","01",927456,1996-09-19,2000-11-14
"009742","01",90588,1995-05-11,2000-11-08
"012289","01",756680,1995-05-15,2001-08-20
"062057","01",1034760,1997-08-12,2023-03-31
"061150","01",927454,1996-05-15,2019-01-10
"015125","01",791298,1995-08-30,2003-11-19
"160331","01",1162324,2003-03-31,2015-05-11
"010452","01",804731,1995-04-03,2003-12-30
"138486","01",1047262,2000-04-19,2003-11-14
"064800","01",1115954,2000-12-01,2007-09-12
"013207","01",33798,1994-03-16,1997-11-14
"252819","01W",1264136,2003-09-25,2023-03-07
"023483","02W",1127800,2003-05-22,2004-08-18
"065360","01",1040525,1997-10-15,1999-06-14
"014770","01",828803,1995-04-28,2022-08-29
"062117","01",1030839,1997-05-30,2009-09-21
"011986","01",803605,1995-05-12,2002-03-28
"012337","01",793604,1995-02-14,2000-02-14
"145027","01",1117228,2001-03-20,2023-03-02
"013894","01",815272,1995-05-12,1998-11-13
"007475","01",67182,1995-03-13,1999-11-12
"025647","01",887941,1996-06-13,1999-11-15
"155174","02",1254595,2003-07-18,2017-07-28
"148414","03",1171500,2003-03-31,2015-02-11
"132538","01",1102957,2000-03-06,2003-11-04
"002745","01",1021285,1996-10-28,2003-08-14
"066684","01",905036,1996-05-03,2001-04-12
"029081","01",909725,1996-05-14,2002-08-19
"125529","01",727489,1999-10-27,2003-05-15
"145088","01",1128790,2001-08-13,2019-08-30
"114416","01",916513,1998-08-14,2002-05-20
"022477","01",1096187,1999-10-13,2010-07-20
"145721","01",1136609,2001-07-05,2005-08-08
"140672","01C",1059790,2000-04-28,2015-11-09
"006016","01",310585,1995-12-06,2000-01-14
"001327","01",4127,1995-02-15,2023-02-07
"114223","01",1052706,1999-11-15,2005-06-16
"011463","02",1031754,1997-05-16,2002-09-23
"135708","01",1090215,2000-03-01,2004-02-23
"004555","01",948840,2003-02-06,2005-04-21
"030303","01",915766,2000-08-17,2006-05-19
"019574","01",1056464,1998-06-03,2004-11-15
"137866","01",1069389,2001-05-01,2004-11-22
"031794","01",926861,1996-08-14,2000-11-14
"157452","01",1259429,2004-03-12,2023-03-23
"006568","01",1011154,1996-05-20,2001-11-14
"008754","02",80324,1995-10-13,2003-10-15
"008756","01",356064,1995-11-13,2000-08-14
"145207","01",1122771,2000-11-13,2008-03-19
"061571","01",1000577,1996-08-13,2002-08-13
"178467","01",65100,1994-03-30,2013-08-02
"003480","01",109758,1994-03-10,2013-08-01
"027784","01",892822,1996-05-23,2012-12-28
"216335","01",1013871,1997-08-12,2023-02-23
"180798","01",65100,1994-03-30,2013-08-02
"216471","01",65100,1994-03-30,2013-08-02
"176338","01",65100,1994-03-30,2013-08-02
"025783","01",890801,1996-05-08,2011-02-28
"003897","04",936340,1996-03-26,2023-04-27
"061922","03",1003481,1996-05-14,2006-04-14
"007525","02",67625,1995-05-12,2022-02-04
"007117","01",63330,1995-03-31,2023-03-24
"100080","05W",1144145,2001-12-20,2007-03-15
"003444","01",23910,1994-03-30,1998-11-13
"157862","01",1095277,2003-12-16,2018-11-09
"146204","01",1084557,2000-11-27,2008-08-14
"105279","01",1176435,2002-07-05,2006-08-14
"006399","01",835715,1994-03-14,1998-05-14
"107413","01",1102276,2000-01-24,2005-08-22
"216311","01",65100,1994-03-30,2013-08-02
"027867","01",895421,1996-05-15,2023-05-02
"030865","01",899652,1995-05-12,2006-08-14
"062650","01",1006030,1996-05-31,2003-08-14
"105576","01C",1048295,2003-04-25,2006-11-16
"013471","01",54175,1995-08-18,2007-03-13
"004049","02",29806,2002-07-12,2010-11-15
"006677","01",58822,1996-08-28,2017-04-12
"014628","01",829218,1994-03-21,2002-11-14
"105999","02",74778,1999-11-15,2005-02-25
"005464","01",45370,1994-05-11,2000-08-14
"064688","01",1014653,1997-03-26,2011-05-09
"010306","01",751288,1995-08-11,2003-12-30
"063769","01",1271193,2003-12-16,2008-08-07
"031345","01",920749,1996-08-13,2006-02-01
"111169","01",1084876,1999-08-19,2011-05-16
"028286","03W",902053,1999-11-05,2007-05-16
"026006","01",888335,1996-09-26,2001-08-14
"007032","01",83246,2000-03-30,2023-02-21
"160173","07",1253986,2004-02-05,2023-02-17
"024627","10C",897455,2003-05-19,2009-05-19
"011771","01",771934,1996-05-15,2000-11-17
"001165","01",350200,1995-05-11,2006-12-26
"020888","01",718077,1994-03-22,1998-05-13
"142818","01",1084088,1999-12-30,2008-11-14
"118504","01",1070630,1999-06-30,2007-11-19
"017874","02",1097609,2000-03-23,2003-05-15
"144181","01",1104161,2000-01-25,2009-05-01
"018680","01",1005974,1997-01-07,2003-05-15
"014825","01",18508,1995-11-13,1999-11-02
"025089","01W",859747,2002-08-09,2008-08-19
"024137","01",725929,2000-06-30,2023-02-21
"115228","01",931799,1999-11-23,2007-08-17
"031336","01",1170833,2002-08-14,2010-08-05
"126514","01",1097714,2002-12-12,2006-01-06
"005247","01",42791,1994-03-31,1997-05-16
"110724","01",1056880,1998-08-14,2001-11-14
"001573","01",90811,1994-06-13,1999-06-03
"002975","02",19704,1994-01-11,2000-07-12
"063556","01",1003282,1996-11-14,2001-08-20
"014036","01",814853,1995-05-12,2002-08-14
"019941","01",857139,1995-11-13,2002-11-14
"121318","01",1024605,1999-08-23,2009-08-14
"008054","01",74688,1996-09-13,2015-09-15
"010392","02",756767,1995-11-15,2004-08-23
"014855","02",821113,2001-07-25,2005-05-16
"120519","01",1073674,2003-01-27,2009-04-21
"031464","01",932136,1996-05-15,2004-10-28
"014506","01",355469,1995-05-23,2000-10-16
"009403","02",314661,1998-02-27,2005-10-28
"002332","01",721693,2000-12-06,2004-04-30
"145893","01",1115255,2001-05-30,2005-04-15
"155394","01W",1065696,2003-07-28,2023-04-27
"029836","01",916068,1996-05-14,1999-11-15
"109522","01",1045707,2000-01-26,2020-10-23
"011564","01",108079,1995-05-08,2003-08-11
"108168","01W",1104280,2000-04-04,2023-02-07
"063790","01",1160308,2002-01-14,2017-03-06
"065437","01",1100820,2000-03-03,2011-09-15
"121854","01",1077535,2000-03-27,2005-08-12
"020900","01",856164,1995-05-16,2001-05-15
"029033","01",830404,1996-05-20,2001-11-14
"021743","01",724910,1995-08-14,2023-01-25
"014652","03",899714,1996-05-07,2002-11-13
"115419","01W",1096264,1999-10-19,2009-04-09
"030194","01",863739,1996-12-19,2002-08-12
"004680","01",36703,1994-03-08,1998-01-28
"001195","01",937599,1996-05-16,1998-08-19
"062109","01",1004990,1996-05-14,2002-11-13
"063450","01",1017545,1996-09-19,2000-11-14
"030567","01",879425,1996-05-15,1998-11-16
"064888","01W",1036992,1997-06-11,2001-08-09
"004779","01",37481,1994-08-22,1996-11-06
"011891","01",38475,1994-03-14,1995-11-14
"142155","01",1099963,1999-12-23,2010-04-07
"004341","01",714284,2002-09-10,2020-06-08
"061741","01",867408,1996-05-13,1998-11-16
"007743","01",70202,1997-03-20,2001-04-02
"005066","01",40687,1995-05-12,1999-09-28
"023484","01",853832,1996-06-25,2001-02-02
"132373","01",1229195,2003-06-10,2013-11-14
"001537","02",5611,1995-03-10,1998-08-14
"002566","03",25360,1995-05-15,2000-06-14
"013587","01",810316,1994-03-28,1996-11-14
"008324","02",315272,1995-05-15,1998-05-14
"066691","01",1047598,1997-10-14,2001-04-05
"117841","01",1036824,1999-03-31,2000-08-14
"018586","01",741356,1995-05-11,1996-11-18
"013263","01",811432,1995-05-15,1997-11-14
"004689","01",36161,1994-03-04,1995-11-13
"121555","01",1076657,1999-05-14,2001-11-13
"013549","01",804752,1994-03-29,1998-12-02
"063062","01",1053691,1998-11-16,2016-03-25
"014943","03",837987,1995-10-13,1997-05-15
"113611","01",1080290,1999-11-12,2002-01-11
"011941","01",739790,1994-04-29,1998-11-16
"016640","01",789951,1995-11-14,1998-03-30
"174697","01",1046403,1998-06-01,2004-01-30
"064769","01",1034812,1997-05-16,2000-11-13
"001990","01",9435,1994-03-31,1996-11-14
"002224","01",312833,1995-09-27,1998-11-13
"152808","01",1178156,2003-01-06,2006-11-22
"006282","01",275605,1994-01-13,2000-03-14
"028319","01",1034898,1997-08-14,2000-11-20
"028794","01",906519,1996-08-14,1998-03-30
"156933","02",1250212,2003-07-03,2003-07-03
"063537","01",1014664,1996-11-14,1997-11-19
"064263","01",1026459,1997-07-01,2001-12-31
"024226","01",874268,1996-05-15,1996-11-14
"011614","01",108683,1994-05-16,1997-05-14
"012953","01",802517,1995-11-13,1999-05-11
"028452","01",904009,1996-02-14,1997-08-14
"176291","01",1055468,1998-11-16,2004-05-14
"065207","01",929752,1997-04-15,2002-09-13
"010326","01",96277,1994-03-31,1997-05-15
"140956","01",1103086,2000-01-21,2008-07-01
"012740","01",802825,1995-03-17,1996-03-13
"021216","01C",1025362,1997-05-13,2019-05-07
"107887","01",1066256,1998-11-16,2003-05-15
"062665","01",1007020,1996-06-03,1998-11-12
"155587","01",1175442,2002-12-24,2016-11-17
"024993","01",881397,1996-05-13,1998-05-12
"013618","01",721235,1996-10-15,1999-01-25
"061873","01",1003956,1996-05-13,2000-05-15
"062441","01",1005970,1996-08-14,1998-08-19
"066402","01",1115672,2002-06-28,2005-07-22
"021312","01",18886,2000-01-10,2013-03-14
"065423","09W",1045302,2003-02-12,2003-08-06
"001225","32",1160661,2003-03-10,2023-04-27
"109247","01",1051964,1998-08-14,2002-08-14
"020683","01",1088166,2002-10-31,2019-05-08
"013313","01",738992,1995-08-14,1998-08-12
